Date,Price,Open,High,Low,Change %,days
8/26/2003,1.0856,1.0858,1.0912,1.0792,-0.07%,952
8/27/2003,1.088,1.0865,1.0936,1.0833,0.22%,953
8/28/2003,1.0885,1.0874,1.0914,1.0809,0.05%,954
8/29/2003,1.098,1.0884,1.1003,1.0872,0.87%,955
9/1/2003,1.0968,1.0987,1.1018,1.0953,-0.11%,956
9/2/2003,1.081,1.0968,1.0968,1.0804,-1.44%,957
9/3/2003,1.0846,1.0806,1.0875,1.0763,0.33%,958
9/4/2003,1.0945,1.084,1.0949,1.0808,0.91%,959
9/5/2003,1.1107,1.0941,1.114,1.0915,1.48%,960
9/8/2003,1.1069,1.1098,1.1132,1.1048,-0.34%,961
9/9/2003,1.1228,1.1069,1.1243,1.1053,1.44%,962
9/10/2003,1.1212,1.1227,1.1239,1.1161,-0.14%,963
9/11/2003,1.1209,1.1206,1.1277,1.1155,-0.03%,964
9/12/2003,1.1291,1.1204,1.1327,1.1136,0.73%,965
9/15/2003,1.1288,1.1271,1.1313,1.1241,-0.03%,966
9/16/2003,1.1179,1.1285,1.132,1.1157,-0.97%,967
9/17/2003,1.1287,1.1172,1.1303,1.1138,0.97%,968
9/18/2003,1.1248,1.1286,1.1349,1.1229,-0.35%,969
9/19/2003,1.1381,1.1244,1.1384,1.1238,1.18%,970
9/22/2003,1.1467,1.1448,1.1505,1.1414,0.76%,971
9/23/2003,1.1447,1.1465,1.1533,1.144,-0.17%,972
9/24/2003,1.1495,1.1435,1.1505,1.1427,0.42%,973
9/25/2003,1.1487,1.1487,1.1537,1.1457,-0.07%,974
9/26/2003,1.1474,1.1479,1.1503,1.1441,-0.11%,975
9/29/2003,1.1593,1.146,1.1604,1.1395,1.04%,976
9/30/2003,1.166,1.1596,1.1739,1.1573,0.58%,977
10/1/2003,1.1716,1.1662,1.1733,1.1643,0.48%,978
10/2/2003,1.1693,1.173,1.1771,1.1662,-0.20%,979
10/3/2003,1.1579,1.1684,1.1724,1.1552,-0.97%,980
10/6/2003,1.1711,1.1574,1.1725,1.1533,1.14%,981
10/7/2003,1.1769,1.1719,1.1815,1.17,0.50%,982
10/8/2003,1.1812,1.1772,1.1841,1.1768,0.37%,983
10/9/2003,1.1744,1.1821,1.1863,1.1687,-0.58%,984
10/10/2003,1.1799,1.1746,1.1852,1.1702,0.47%,985
10/13/2003,1.1709,1.181,1.1816,1.1652,-0.76%,986
10/14/2003,1.1739,1.1714,1.177,1.1583,0.26%,987
10/15/2003,1.1631,1.1738,1.1752,1.159,-0.92%,988
10/16/2003,1.1595,1.1618,1.17,1.1566,-0.31%,989
10/17/2003,1.1684,1.1598,1.1687,1.1549,0.77%,990
10/20/2003,1.1631,1.1712,1.1716,1.1604,-0.45%,991
10/21/2003,1.1671,1.1625,1.1702,1.1616,0.34%,992
10/22/2003,1.1806,1.1671,1.183,1.1651,1.16%,993
10/23/2003,1.1822,1.1797,1.1829,1.1793,0.14%,994
10/24/2003,1.1783,1.1798,1.186,1.1762,-0.33%,995
10/27/2003,1.1747,1.1776,1.1786,1.1719,-0.31%,996
10/28/2003,1.1665,1.1745,1.1751,1.1656,-0.70%,997
10/29/2003,1.1665,1.1666,1.1723,1.1661,0.00%,998
10/30/2003,1.1629,1.1662,1.1759,1.162,-0.31%,999
10/31/2003,1.1584,1.1628,1.1661,1.1563,-0.39%,1000
11/3/2003,1.1464,1.1581,1.1621,1.1429,-1.04%,1001
11/4/2003,1.1503,1.1462,1.1516,1.1426,0.34%,1002
11/5/2003,1.144,1.1495,1.15,1.1412,-0.55%,1003
11/6/2003,1.1412,1.1436,1.1466,1.1389,-0.24%,1004
11/7/2003,1.1535,1.1412,1.1545,1.1377,1.08%,1005
11/10/2003,1.1484,1.1507,1.1538,1.1467,-0.44%,1006
11/11/2003,1.1509,1.1473,1.1532,1.1446,0.22%,1007
11/12/2003,1.1637,1.1515,1.1662,1.1505,1.11%,1008
11/13/2003,1.1728,1.1631,1.1739,1.1627,0.78%,1009
11/14/2003,1.178,1.1727,1.1804,1.1726,0.44%,1010
11/17/2003,1.1748,1.1787,1.185,1.1726,-0.27%,1011
11/18/2003,1.1961,1.1746,1.1962,1.1734,1.81%,1012
11/19/2003,1.1885,1.197,1.198,1.1876,-0.64%,1013
11/20/2003,1.1913,1.1879,1.1972,1.1873,0.24%,1014
11/21/2003,1.1913,1.1909,1.1942,1.1858,0.00%,1015
11/24/2003,1.1768,1.1909,1.1918,1.1755,-1.22%,1016
11/25/2003,1.1786,1.1767,1.182,1.1753,0.15%,1017
11/26/2003,1.1942,1.1785,1.1949,1.177,1.32%,1018
11/27/2003,1.1907,1.1938,1.1944,1.1887,-0.29%,1019
11/28/2003,1.1994,1.1908,1.2017,1.1898,0.73%,1020
12/1/2003,1.1964,1.1978,1.2045,1.1938,-0.25%,1021
12/2/2003,1.2087,1.1974,1.2093,1.1942,1.03%,1022
12/3/2003,1.2104,1.2081,1.213,1.2063,0.14%,1023
12/4/2003,1.209,1.2109,1.2159,1.2031,-0.12%,1024
12/5/2003,1.2164,1.2085,1.218,1.2063,0.61%,1025
12/8/2003,1.2222,1.2172,1.2241,1.2151,0.48%,1026
12/9/2003,1.2263,1.2217,1.2277,1.2184,0.34%,1027
12/10/2003,1.2223,1.226,1.2268,1.2152,-0.33%,1028
12/11/2003,1.2209,1.2222,1.2237,1.2111,-0.11%,1029
12/12/2003,1.2288,1.2221,1.2308,1.2208,0.65%,1030
12/15/2003,1.2302,1.2142,1.2325,1.213,0.11%,1031
12/16/2003,1.2323,1.2308,1.2363,1.23,0.17%,1032
12/17/2003,1.2403,1.2324,1.2424,1.2293,0.65%,1033
12/18/2003,1.2435,1.2411,1.2441,1.2357,0.26%,1034
12/19/2003,1.2375,1.2423,1.2434,1.2341,-0.48%,1035
12/22/2003,1.2391,1.2403,1.245,1.2349,0.13%,1036
12/23/2003,1.2388,1.2398,1.2429,1.2386,-0.02%,1037
12/24/2003,1.2454,1.2401,1.2473,1.2392,0.53%,1038
12/25/2003,1.245,1.2449,1.2464,1.2442,-0.03%,1039
12/26/2003,1.243,1.2455,1.2471,1.2425,-0.16%,1040
12/29/2003,1.2484,1.2434,1.2513,1.2425,0.43%,1041
12/30/2003,1.2551,1.2486,1.2565,1.2478,0.54%,1042
12/31/2003,1.2588,1.2547,1.2649,1.2512,0.29%,1043
1/1/2004,1.2538,1.255,1.2624,1.2475,-0.40%,1044
1/2/2004,1.2587,1.2543,1.2632,1.2523,0.39%,1045
1/5/2004,1.2662,1.2584,1.2697,1.2583,0.60%,1046
1/6/2004,1.2731,1.2664,1.2814,1.2664,0.54%,1047
1/7/2004,1.2639,1.2733,1.2745,1.2633,-0.72%,1048
1/8/2004,1.2763,1.2632,1.2782,1.2561,0.98%,1049
1/9/2004,1.2831,1.2759,1.2871,1.2701,0.53%,1050
1/12/2004,1.2745,1.2847,1.2901,1.2736,-0.67%,1051
1/13/2004,1.2767,1.2755,1.2799,1.2713,0.17%,1052
1/14/2004,1.2644,1.2773,1.2791,1.2628,-0.96%,1053
1/15/2004,1.2578,1.2647,1.2675,1.2561,-0.52%,1054
1/16/2004,1.2387,1.2576,1.2609,1.2351,-1.52%,1055
1/19/2004,1.2357,1.2361,1.2424,1.2332,-0.24%,1056
1/20/2004,1.258,1.2355,1.2599,1.2342,1.80%,1057
1/21/2004,1.2629,1.2578,1.2675,1.255,0.39%,1058
1/22/2004,1.2712,1.2631,1.2754,1.2631,0.66%,1059
1/23/2004,1.2588,1.2715,1.2778,1.2567,-0.98%,1060
1/26/2004,1.2474,1.2574,1.2614,1.2459,-0.91%,1061
1/27/2004,1.2641,1.2468,1.2654,1.2437,1.34%,1062
1/28/2004,1.2481,1.2642,1.2664,1.2464,-1.27%,1063
1/29/2004,1.2413,1.2481,1.2529,1.2361,-0.54%,1064
1/30/2004,1.2469,1.2415,1.2495,1.2349,0.45%,1065
2/2/2004,1.2429,1.2472,1.2488,1.239,-0.32%,1066
2/3/2004,1.2532,1.2426,1.2601,1.2416,0.83%,1067
2/4/2004,1.2534,1.2538,1.2563,1.2491,0.02%,1068
2/5/2004,1.254,1.2538,1.2639,1.2521,0.05%,1069
2/6/2004,1.2704,1.2551,1.2725,1.2511,1.31%,1070
2/9/2004,1.2691,1.2612,1.2764,1.2604,-0.10%,1071
2/10/2004,1.2695,1.2695,1.279,1.268,0.03%,1072
2/11/2004,1.2831,1.2673,1.2838,1.2647,1.07%,1073
2/12/2004,1.2802,1.2829,1.2847,1.2785,-0.23%,1074
2/13/2004,1.274,1.2807,1.2895,1.2715,-0.48%,1075
2/16/2004,1.2776,1.2752,1.2792,1.2715,0.28%,1076
2/17/2004,1.2837,1.2771,1.2879,1.2752,0.48%,1077
2/18/2004,1.2677,1.2844,1.2929,1.2659,-1.25%,1078
2/19/2004,1.2713,1.2695,1.2739,1.2652,0.28%,1079
2/20/2004,1.2532,1.2712,1.2766,1.2493,-1.42%,1080
2/23/2004,1.2554,1.251,1.2596,1.2451,0.18%,1081
2/24/2004,1.2686,1.2557,1.2715,1.2522,1.05%,1082
2/25/2004,1.2496,1.2685,1.271,1.2475,-1.50%,1083
2/26/2004,1.2435,1.2498,1.2517,1.2382,-0.49%,1084
2/27/2004,1.249,1.2438,1.251,1.2373,0.44%,1085
3/1/2004,1.2445,1.2489,1.2544,1.2422,-0.36%,1086
3/2/2004,1.2223,1.2465,1.247,1.2196,-1.78%,1087
3/3/2004,1.2208,1.222,1.2226,1.2059,-0.12%,1088
3/4/2004,1.2197,1.2207,1.2245,1.2134,-0.09%,1089
3/5/2004,1.2376,1.2198,1.2433,1.2174,1.47%,1090
3/8/2004,1.2404,1.2387,1.2416,1.2336,0.23%,1091
3/9/2004,1.2319,1.2406,1.2463,1.2274,-0.69%,1092
3/10/2004,1.2241,1.2321,1.234,1.2195,-0.63%,1093
3/11/2004,1.2358,1.2238,1.2358,1.2162,0.96%,1094
3/12/2004,1.2217,1.2355,1.2374,1.2172,-1.14%,1095
3/15/2004,1.2269,1.2189,1.232,1.2188,0.43%,1096
3/16/2004,1.2265,1.2266,1.2374,1.2237,-0.03%,1097
3/17/2004,1.2237,1.2271,1.229,1.2178,-0.23%,1098
3/18/2004,1.239,1.2235,1.2436,1.222,1.25%,1099
3/19/2004,1.2272,1.2386,1.2408,1.2254,-0.95%,1100
3/22/2004,1.2336,1.2287,1.2403,1.2222,0.52%,1101
3/23/2004,1.2329,1.2334,1.2371,1.2265,-0.06%,1102
3/24/2004,1.2129,1.2336,1.2369,1.2118,-1.62%,1103
3/25/2004,1.2129,1.2131,1.2203,1.2097,0.00%,1104
3/26/2004,1.2133,1.2136,1.2213,1.2072,0.03%,1105
3/29/2004,1.2159,1.2127,1.2172,1.205,0.21%,1106
3/30/2004,1.2168,1.2158,1.2231,1.2151,0.07%,1107
3/31/2004,1.2315,1.2166,1.2325,1.2165,1.21%,1108
4/1/2004,1.2361,1.2315,1.2391,1.2252,0.37%,1109
4/2/2004,1.2138,1.2365,1.2374,1.2102,-1.80%,1110
4/5/2004,1.2014,1.2113,1.213,1.1982,-1.02%,1111
4/6/2004,1.2113,1.2006,1.2134,1.1982,0.82%,1112
4/7/2004,1.2174,1.213,1.2199,1.205,0.50%,1113
4/8/2004,1.2081,1.2173,1.2223,1.2059,-0.76%,1114
4/9/2004,1.2086,1.2083,1.2117,1.2064,0.04%,1115
4/12/2004,1.2081,1.2085,1.21,1.2051,-0.04%,1116
4/13/2004,1.1945,1.2078,1.2083,1.1904,-1.13%,1117
4/14/2004,1.1963,1.1946,1.1976,1.1866,0.15%,1118
4/15/2004,1.1984,1.1957,1.1996,1.1895,0.18%,1119
4/16/2004,1.2001,1.1978,1.205,1.1923,0.14%,1120
4/19/2004,1.201,1.2012,1.2081,1.2003,0.07%,1121
4/20/2004,1.1859,1.2004,1.2012,1.1842,-1.26%,1122
4/21/2004,1.1845,1.1855,1.1919,1.1816,-0.12%,1123
4/22/2004,1.1911,1.1837,1.1915,1.1784,0.56%,1124
4/23/2004,1.1846,1.1908,1.1946,1.1799,-0.55%,1125
4/26/2004,1.1858,1.1808,1.1887,1.1762,0.10%,1126
4/27/2004,1.1928,1.1856,1.1947,1.1829,0.59%,1127
4/28/2004,1.184,1.1929,1.1956,1.1821,-0.74%,1128
4/29/2004,1.1966,1.1848,1.1984,1.1803,1.06%,1129
4/30/2004,1.1982,1.1967,1.2014,1.192,0.13%,1130
5/3/2004,1.1932,1.1995,1.2001,1.1921,-0.42%,1131
5/4/2004,1.2111,1.1939,1.2118,1.1926,1.50%,1132
5/5/2004,1.2161,1.2104,1.218,1.2096,0.41%,1133
5/6/2004,1.2077,1.2166,1.2175,1.2061,-0.69%,1134
5/7/2004,1.1885,1.2071,1.2137,1.1876,-1.59%,1135
5/10/2004,1.1837,1.1877,1.1894,1.181,-0.40%,1136
5/11/2004,1.1877,1.1829,1.1892,1.1789,0.34%,1137
5/12/2004,1.1899,1.1864,1.1942,1.1832,0.19%,1138
5/13/2004,1.182,1.1908,1.1932,1.1772,-0.66%,1139
5/14/2004,1.1881,1.1812,1.1902,1.178,0.52%,1140
5/17/2004,1.2022,1.189,1.2062,1.1875,1.19%,1141
5/18/2004,1.1955,1.2014,1.2039,1.193,-0.56%,1142
5/19/2004,1.2014,1.1953,1.2046,1.1937,0.49%,1143
5/20/2004,1.1963,1.2018,1.202,1.1891,-0.42%,1144
5/21/2004,1.1997,1.1964,1.2071,1.1951,0.28%,1145
5/24/2004,1.2003,1.1987,1.2026,1.1932,0.05%,1146
5/25/2004,1.2098,1.201,1.2131,1.1987,0.79%,1147
5/26/2004,1.2114,1.2099,1.2145,1.2079,0.13%,1148
5/27/2004,1.2269,1.2114,1.2289,1.2087,1.28%,1149
5/28/2004,1.2214,1.2268,1.2298,1.2199,-0.45%,1150
5/31/2004,1.2186,1.2238,1.2244,1.2177,-0.23%,1151
6/1/2004,1.2248,1.2186,1.2267,1.2155,0.51%,1152
6/2/2004,1.221,1.2245,1.2308,1.2207,-0.31%,1153
6/3/2004,1.2219,1.2209,1.2254,1.217,0.07%,1154
6/4/2004,1.2266,1.2216,1.23,1.214,0.38%,1155
6/7/2004,1.2319,1.2299,1.2341,1.2292,0.43%,1156
6/8/2004,1.2262,1.2323,1.2353,1.2247,-0.46%,1157
6/9/2004,1.2042,1.226,1.2276,1.2037,-1.79%,1158
6/10/2004,1.2107,1.204,1.2118,1.2022,0.54%,1159
6/11/2004,1.2009,1.2113,1.2116,1.1963,-0.81%,1160
6/14/2004,1.2054,1.1984,1.2088,1.1953,0.37%,1161
6/15/2004,1.2161,1.2056,1.217,1.2027,0.89%,1162
6/16/2004,1.2012,1.2162,1.2171,1.198,-1.23%,1163
6/17/2004,1.2042,1.2008,1.2079,1.1991,0.25%,1164
6/18/2004,1.2142,1.2043,1.2148,1.1974,0.83%,1165
6/21/2004,1.2114,1.2143,1.2145,1.2076,-0.23%,1166
6/22/2004,1.2113,1.2114,1.2132,1.2066,-0.01%,1167
6/23/2004,1.2091,1.2114,1.2194,1.2062,-0.18%,1168
6/24/2004,1.2175,1.2095,1.219,1.204,0.69%,1169
6/25/2004,1.2174,1.2178,1.2188,1.2106,-0.01%,1170
6/28/2004,1.2187,1.2174,1.2231,1.2122,0.11%,1171
6/29/2004,1.2079,1.2183,1.2193,1.2068,-0.89%,1172
6/30/2004,1.2187,1.2077,1.2205,1.2064,0.89%,1173
7/1/2004,1.2161,1.2188,1.2207,1.213,-0.21%,1174
7/2/2004,1.2326,1.2158,1.2331,1.2145,1.36%,1175
7/5/2004,1.2291,1.2329,1.2339,1.2273,-0.28%,1176
7/6/2004,1.2288,1.2285,1.2333,1.2264,-0.02%,1177
7/7/2004,1.2374,1.2286,1.2391,1.2272,0.70%,1178
7/8/2004,1.2389,1.2367,1.2409,1.234,0.12%,1179
7/9/2004,1.2415,1.239,1.2424,1.2368,0.21%,1180
7/12/2004,1.2413,1.2412,1.2439,1.2382,-0.02%,1181
7/13/2004,1.2333,1.2411,1.2413,1.2299,-0.64%,1182
7/14/2004,1.2384,1.2337,1.2424,1.2318,0.41%,1183
7/15/2004,1.2357,1.238,1.2393,1.2326,-0.22%,1184
7/16/2004,1.2453,1.2356,1.2462,1.2327,0.78%,1185
7/19/2004,1.2443,1.2443,1.2464,1.2397,-0.08%,1186
7/20/2004,1.2329,1.2441,1.2457,1.2299,-0.92%,1187
7/21/2004,1.227,1.2332,1.2354,1.2211,-0.48%,1188
7/22/2004,1.2252,1.2259,1.2296,1.2231,-0.15%,1189
7/23/2004,1.2094,1.2254,1.2268,1.2086,-1.29%,1190
7/26/2004,1.2147,1.2106,1.2173,1.2087,0.44%,1191
7/27/2004,1.2056,1.2146,1.2191,1.2033,-0.75%,1192
7/28/2004,1.2055,1.2059,1.208,1.1998,-0.01%,1193
7/29/2004,1.2037,1.2052,1.2098,1.1991,-0.15%,1194
7/30/2004,1.202,1.2038,1.2124,1.2001,-0.14%,1195
8/2/2004,1.2023,1.2071,1.2096,1.2015,0.02%,1196
8/3/2004,1.2052,1.2024,1.2077,1.1991,0.24%,1197
8/4/2004,1.2052,1.2047,1.2069,1.197,0.00%,1198
8/5/2004,1.206,1.205,1.2075,1.2018,0.07%,1199
8/6/2004,1.2279,1.2062,1.2294,1.2045,1.82%,1200
8/9/2004,1.2271,1.2288,1.2292,1.2245,-0.07%,1201
8/10/2004,1.2226,1.2271,1.2322,1.2226,-0.37%,1202
8/11/2004,1.2228,1.2223,1.225,1.2194,0.02%,1203
8/12/2004,1.225,1.2219,1.2302,1.2212,0.18%,1204
8/13/2004,1.2376,1.2251,1.2377,1.2173,1.03%,1205
8/16/2004,1.2361,1.238,1.2382,1.2315,-0.12%,1206
8/17/2004,1.2357,1.2359,1.2392,1.2312,-0.03%,1207
8/18/2004,1.2339,1.2353,1.2368,1.2285,-0.15%,1208
8/19/2004,1.2367,1.233,1.2381,1.2328,0.23%,1209
8/20/2004,1.2312,1.2372,1.2385,1.2278,-0.44%,1210
8/23/2004,1.2134,1.2319,1.2319,1.2132,-1.45%,1211
8/24/2004,1.2083,1.2138,1.2172,1.2061,-0.42%,1212
8/25/2004,1.2083,1.2084,1.2117,1.2051,0.00%,1213
8/26/2004,1.2106,1.2085,1.2123,1.2041,0.19%,1214
8/27/2004,1.2008,1.2106,1.214,1.2004,-0.81%,1215
8/30/2004,1.2058,1.2014,1.2071,1.1987,0.42%,1216
8/31/2004,1.2188,1.2055,1.2197,1.2043,1.08%,1217
9/1/2004,1.2198,1.2182,1.2224,1.2144,0.08%,1218
9/2/2004,1.2177,1.2194,1.2202,1.214,-0.17%,1219
9/3/2004,1.2052,1.2172,1.2197,1.2041,-1.03%,1220
9/6/2004,1.206,1.2063,1.2083,1.2046,0.07%,1221
9/7/2004,1.2107,1.2065,1.2114,1.2053,0.39%,1222
9/8/2004,1.2184,1.2107,1.2194,1.2025,0.64%,1223
9/9/2004,1.2229,1.2186,1.2241,1.2159,0.37%,1224
9/10/2004,1.2262,1.2234,1.2313,1.2196,0.27%,1225
9/13/2004,1.2258,1.2268,1.2288,1.2222,-0.03%,1226
9/14/2004,1.2248,1.2261,1.2298,1.2224,-0.08%,1227
9/15/2004,1.2151,1.2249,1.2264,1.2134,-0.79%,1228
9/16/2004,1.2186,1.215,1.2201,1.212,0.29%,1229
9/17/2004,1.2199,1.2186,1.2228,1.2159,0.11%,1230
9/20/2004,1.2178,1.2173,1.218,1.2126,-0.17%,1231
9/21/2004,1.2331,1.2169,1.2349,1.2166,1.26%,1232
9/22/2004,1.2268,1.2332,1.2334,1.2226,-0.51%,1233
9/23/2004,1.2268,1.2267,1.2337,1.2255,0.00%,1234
9/24/2004,1.2278,1.2268,1.2368,1.2239,0.08%,1235
9/27/2004,1.2303,1.2282,1.2316,1.2246,0.20%,1236
9/28/2004,1.2326,1.2299,1.2352,1.2281,0.19%,1237
9/29/2004,1.2332,1.2325,1.2344,1.2289,0.05%,1238
9/30/2004,1.2432,1.233,1.2445,1.2311,0.81%,1239
10/1/2004,1.2414,1.2435,1.2441,1.2384,-0.14%,1240
10/4/2004,1.2293,1.2404,1.2406,1.226,-0.97%,1241
10/5/2004,1.2312,1.2288,1.2332,1.2262,0.15%,1242
10/6/2004,1.2288,1.2313,1.2325,1.2246,-0.19%,1243
10/7/2004,1.2285,1.2283,1.2315,1.2271,-0.02%,1244
10/8/2004,1.2407,1.2286,1.2437,1.2284,0.99%,1245
10/11/2004,1.2383,1.2417,1.2422,1.2367,-0.19%,1246
10/12/2004,1.2321,1.2386,1.2393,1.2286,-0.50%,1247
10/13/2004,1.2346,1.2328,1.236,1.2227,0.20%,1248
10/14/2004,1.238,1.2342,1.2424,1.2321,0.28%,1249
10/15/2004,1.2466,1.238,1.2508,1.2334,0.69%,1250
10/18/2004,1.2496,1.2479,1.2538,1.2462,0.24%,1251
10/19/2004,1.2519,1.2494,1.253,1.2451,0.18%,1252
10/20/2004,1.2586,1.2517,1.2631,1.2489,0.54%,1253
10/21/2004,1.2618,1.2584,1.2654,1.257,0.25%,1254
10/22/2004,1.2687,1.2611,1.2689,1.2599,0.55%,1255
10/25/2004,1.2807,1.2713,1.2833,1.271,0.95%,1256
10/26/2004,1.2755,1.2811,1.2843,1.2723,-0.41%,1257
10/27/2004,1.2708,1.2748,1.2813,1.2692,-0.37%,1258
10/28/2004,1.2746,1.2698,1.2767,1.263,0.30%,1259
10/29/2004,1.2785,1.2744,1.2802,1.2709,0.31%,1260
11/1/2004,1.2752,1.2805,1.2833,1.2717,-0.26%,1261
11/2/2004,1.2727,1.2753,1.2758,1.2663,-0.20%,1262
11/3/2004,1.282,1.2738,1.283,1.2656,0.73%,1263
11/4/2004,1.2869,1.2821,1.2898,1.2789,0.38%,1264
11/5/2004,1.2967,1.2872,1.2971,1.2761,0.76%,1265
11/8/2004,1.2919,1.2971,1.2986,1.2904,-0.37%,1266
11/9/2004,1.2894,1.2916,1.2941,1.2881,-0.19%,1267
11/10/2004,1.2889,1.2898,1.3007,1.2847,-0.04%,1268
11/11/2004,1.2906,1.2888,1.2921,1.2858,0.13%,1269
11/12/2004,1.2976,1.2906,1.299,1.2875,0.54%,1270
11/15/2004,1.2948,1.2976,1.3001,1.2915,-0.22%,1271
11/16/2004,1.2957,1.2944,1.2995,1.2916,0.07%,1272
11/17/2004,1.3039,1.2957,1.305,1.295,0.63%,1273
11/18/2004,1.2956,1.3033,1.3076,1.2939,-0.64%,1274
11/19/2004,1.302,1.296,1.307,1.2938,0.49%,1275
11/22/2004,1.3043,1.3035,1.3053,1.3009,0.18%,1276
11/23/2004,1.3082,1.3046,1.3107,1.2974,0.30%,1277
11/24/2004,1.3177,1.3088,1.3181,1.308,0.73%,1278
11/25/2004,1.3247,1.3188,1.3251,1.3161,0.53%,1279
11/26/2004,1.3293,1.3249,1.3333,1.3184,0.35%,1280
11/29/2004,1.3272,1.3268,1.3304,1.3228,-0.16%,1281
11/30/2004,1.3293,1.3279,1.3335,1.323,0.16%,1282
12/1/2004,1.3329,1.3283,1.3337,1.3274,0.27%,1283
12/2/2004,1.327,1.3346,1.3384,1.3234,-0.44%,1284
12/3/2004,1.3456,1.3271,1.3463,1.3256,1.40%,1285
12/6/2004,1.3401,1.3442,1.3458,1.3389,-0.41%,1286
12/7/2004,1.3426,1.3406,1.3471,1.3388,0.19%,1287
12/8/2004,1.3338,1.3427,1.3436,1.3193,-0.66%,1288
12/9/2004,1.3319,1.334,1.3365,1.3251,-0.14%,1289
12/10/2004,1.3225,1.3315,1.3318,1.3137,-0.71%,1290
12/13/2004,1.3311,1.3197,1.3329,1.3188,0.65%,1291
12/14/2004,1.3303,1.3315,1.3338,1.3258,-0.06%,1292
12/15/2004,1.3385,1.3303,1.3447,1.3261,0.62%,1293
12/16/2004,1.3244,1.34,1.3431,1.3204,-1.05%,1294
12/17/2004,1.3309,1.3241,1.3318,1.3226,0.49%,1295
12/20/2004,1.3394,1.3334,1.3415,1.3298,0.64%,1296
12/21/2004,1.3371,1.3396,1.3409,1.335,-0.17%,1297
12/22/2004,1.3388,1.3369,1.3407,1.3344,0.13%,1298
12/23/2004,1.3511,1.339,1.352,1.3381,0.92%,1299
12/24/2004,1.3531,1.3518,1.3552,1.3487,0.15%,1300
12/27/2004,1.3616,1.353,1.3642,1.3514,0.63%,1301
12/28/2004,1.3611,1.3617,1.3647,1.3588,-0.04%,1302
12/29/2004,1.3605,1.3615,1.3647,1.3556,-0.04%,1303
12/30/2004,1.3639,1.3609,1.3671,1.3575,0.25%,1304
12/31/2004,1.3558,1.3638,1.3662,1.3511,-0.59%,1305
1/3/2005,1.3463,1.3547,1.3582,1.3386,-0.70%,1306
1/4/2005,1.3272,1.3466,1.3496,1.3249,-1.42%,1307
1/5/2005,1.3262,1.3282,1.3305,1.3215,-0.08%,1308
1/6/2005,1.3171,1.3262,1.3286,1.3156,-0.69%,1309
1/7/2005,1.3054,1.3171,1.3251,1.3024,-0.89%,1310
1/10/2005,1.3084,1.3061,1.3124,1.3049,0.23%,1311
1/11/2005,1.3114,1.308,1.3172,1.3066,0.23%,1312
1/12/2005,1.3265,1.3109,1.3294,1.3082,1.15%,1313
1/13/2005,1.3218,1.3257,1.3268,1.3192,-0.35%,1314
1/14/2005,1.3106,1.3218,1.3226,1.3056,-0.85%,1315
1/17/2005,1.3064,1.3102,1.3129,1.3064,-0.32%,1316
1/18/2005,1.3027,1.3061,1.3076,1.2994,-0.28%,1317
1/19/2005,1.3001,1.3024,1.3119,1.2963,-0.20%,1318
1/20/2005,1.2968,1.3009,1.3025,1.2921,-0.25%,1319
1/21/2005,1.305,1.2966,1.3069,1.293,0.63%,1320
1/24/2005,1.3056,1.3039,1.3102,1.3026,0.05%,1321
1/25/2005,1.2974,1.3056,1.3079,1.2943,-0.63%,1322
1/26/2005,1.3084,1.297,1.3109,1.2964,0.85%,1323
1/27/2005,1.3035,1.3083,1.3126,1.301,-0.37%,1324
1/28/2005,1.3044,1.3043,1.3084,1.2985,0.07%,1325
1/31/2005,1.3034,1.3034,1.306,1.2974,-0.08%,1326
2/1/2005,1.3042,1.3037,1.3069,1.3001,0.06%,1327
2/2/2005,1.3036,1.3047,1.3096,1.3009,-0.05%,1328
2/3/2005,1.2973,1.3026,1.3038,1.2939,-0.48%,1329
2/4/2005,1.2872,1.2974,1.3044,1.2863,-0.78%,1330
2/7/2005,1.2759,1.2856,1.2865,1.273,-0.88%,1331
2/8/2005,1.2769,1.2761,1.2801,1.2731,0.08%,1332
2/9/2005,1.2805,1.2766,1.2817,1.2739,0.28%,1333
2/10/2005,1.2876,1.2811,1.2907,1.2739,0.55%,1334
2/11/2005,1.2866,1.2877,1.2898,1.2845,-0.08%,1335
2/14/2005,1.2963,1.2879,1.2991,1.2874,0.75%,1336
2/15/2005,1.302,1.2976,1.3054,1.2954,0.44%,1337
2/16/2005,1.3032,1.3028,1.3066,1.2955,0.09%,1338
2/17/2005,1.307,1.303,1.3091,1.3014,0.29%,1339
2/18/2005,1.3072,1.307,1.3083,1.3011,0.02%,1340
2/21/2005,1.3063,1.3048,1.3083,1.3034,-0.07%,1341
2/22/2005,1.3251,1.3064,1.3264,1.3054,1.44%,1342
2/23/2005,1.3213,1.3254,1.3275,1.3186,-0.29%,1343
2/24/2005,1.3203,1.3211,1.3272,1.3175,-0.08%,1344
2/25/2005,1.3243,1.3196,1.3249,1.3142,0.30%,1345
2/28/2005,1.3237,1.3244,1.3281,1.3231,-0.05%,1346
3/1/2005,1.3186,1.3226,1.3234,1.3167,-0.39%,1347
3/2/2005,1.3131,1.3188,1.319,1.3087,-0.42%,1348
3/3/2005,1.311,1.3141,1.3168,1.3097,-0.16%,1349
3/4/2005,1.3241,1.311,1.326,1.3089,1.00%,1350
